time,lat,lon,depth,NO3
2017-06-03,25.0,-158.0,5.07822418213,4.2330401584e-07
2017-06-03,25.0,-158.0,6.44061422348,4.25257695724e-07
2017-06-03,25.0,-158.0,7.92956018448,4.27492238941e-07
2017-06-03,25.0,-158.0,9.5729970932,4.34438391039e-07
2017-06-03,25.0,-158.0,11.404999733,4.45298979912e-07
2017-06-03,25.0,-158.0,13.4671401978,4.63554812313e-07
2017-06-03,25.0,-158.0,15.8100700378,4.94939001783e-07
2017-06-03,25.0,-158.0,18.4955596924,5.39741449757e-07
2017-06-03,25.0,-158.0,21.5988197327,5.94061589254e-07
2017-06-03,25.0,-158.0,25.2114105225,6.53167262499e-07
2017-06-03,25.0,-158.0,29.4447307587,7.16183535587e-07
2017-06-03,25.0,-158.0,34.4341506958,7.89044804606e-07
2017-06-03,25.0,-158.0,40.3440513611,8.92752382242e-07
2017-06-03,25.0,-158.0,47.3736915588,1.05706271825e-06
2017-06-03,25.0,-158.0,55.764289856,1.35496668463e-06
2017-06-03,25.0,-158.0,65.8072662354,1.85631870409e-06
2017-06-03,25.0,-158.0,77.8538513184,4.64682352685e-06
2017-06-03,25.0,-158.0,92.3260726929,0.000163410950336
2017-06-03,25.0,-158.0,109.729301453,0.021711545065
2017-06-03,25.0,-158.0,130.666000366,1.00194942951
2017-06-03,25.0,-158.0,155.850692749,2.72623515129
2017-06-03,25.0,-158.0,186.125595093,4.84346675873
2017-06-03,25.0,-158.0,222.475204468,7.54877090454
2017-06-03,25.0,-158.0,266.040313721,11.1582651138
2017-06-03,25.0,-158.0,318.127410889,15.4382019043
2017-06-03,25.0,-158.0,380.213012695,20.4401035309
2017-06-03,25.0,-158.0,453.937713623,26.1339664459
2017-06-03,25.0,-158.0,541.088928223,32.1518135071
2017-06-03,25.0,-158.0,643.566772461,37.3665618896
2017-06-03,25.0,-158.0,763.333129883,40.8773727417
2017-06-03,25.0,-158.0,902.339294434,42.4385299683
2017-06-03,25.0,-158.0,1062.43994141,42.7327270508
2017-06-03,25.0,-158.0,1245.29101562,42.4385299683
2017-06-03,25.0,-158.0,1452.25097656,41.9527320862
2017-06-03,25.0,-158.0,1684.28405762,41.3771591187
2017-06-03,25.0,-158.0,1941.89294434,40.6219062805
2017-06-03,25.0,-158.0,2225.07788086,39.8805274963
2017-06-03,25.0,-158.0,2533.3359375,39.0625915527
2017-06-03,25.0,-158.0,2865.70288086,38.413444519
2017-06-03,25.0,-158.0,3220.82006836,37.7992553711
2017-06-03,25.0,-158.0,3597.03198242,37.2805900574
2017-06-03,25.0,-158.0,3992.48388672,36.9624595642
2017-06-03,25.0,-158.0,4405.22412109,36.8162078857
2017-06-03,25.0,-158.0,4833.29101562,
2017-06-03,25.0,-158.0,5274.78417969,
2017-06-03,25.0,-158.0,5727.91699219,
2017-06-03,25.0,-157.5,0.494024991989,4.25604042675e-07
2017-06-03,25.0,-157.5,1.54137504101,4.25604042675e-07
2017-06-03,25.0,-157.5,2.64566898346,4.25604071097e-07
2017-06-03,25.0,-157.5,3.81949496269,4.25868051934e-07
