time,lat,lon,depth,CHL
2017-06-03,25.0,-158.0,3220.82006836,0.00435542268679
2017-06-03,25.0,-158.0,3597.03198242,0.00435542268679
2017-06-03,25.0,-158.0,3992.48388672,0.00435542268679
2017-06-03,25.0,-158.0,4405.22412109,0.00435542268679
2017-06-03,25.0,-158.0,4833.29101562,
2017-06-03,25.0,-158.0,5274.78417969,
2017-06-03,25.0,-158.0,5727.91699219,
2017-06-03,25.0,-157.5,0.494024991989,0.0331504680216
2017-06-03,25.0,-157.5,1.54137504101,0.0331504680216
2017-06-03,25.0,-157.5,2.64566898346,0.0331504680216
2017-06-03,25.0,-157.5,3.81949496269,0.0331504680216
2017-06-03,25.0,-157.5,5.07822418213,0.0331504680216
2017-06-03,25.0,-157.5,6.44061422348,0.033170286566
2017-06-03,25.0,-157.5,7.92956018448,0.033170286566
2017-06-03,25.0,-157.5,9.5729970932,0.0332217998803
2017-06-03,25.0,-157.5,11.404999733,0.0332416631281
2017-06-03,25.0,-157.5,13.4671401978,0.0332983806729
2017-06-03,25.0,-157.5,15.8100700378,0.0334418267012
2017-06-03,25.0,-157.5,18.4955596924,0.0336111336946
