track,time,lat,lon,sst,sst_std,chl01_darwin_clim,chl01_darwin_clim_std,margin
237299,2014-05-28,28.1625995636,-158.413024902,22.7377711661,0.136819017779,0.00467303,,0.3
237299,2014-05-29,28.1665992737,-158.437011719,22.6583267233,0.0962115701707,0.00467303,,0.3
237299,2014-05-30,28.1714992523,-158.435974121,22.6249933908,0.0833666581903,0.00467303,,0.3
237876,2014-04-30,27.5538005829,-160.099975586,21.5949934135,0.122596897717,0.0049546207,,0.3
237876,2014-05-01,27.5858001709,-160.104003906,21.3599934188,0.152151237171,0.004305656,,0.3
237876,2014-05-02,27.5417995453,-160.020019531,21.409993418,0.0476095217374,0.004120828825,0.00021152520967606777,0.3
237876,2014-05-03,27.5300998688,-160.002990723,21.8224934087,0.0917877967291,0.004120828825,0.00021152520967606777,0.3
238259,2014-04-30,25.0720996857,-158.068969727,23.1724933785,0.155857837714,0.004093362,,0.3
238259,2014-05-01,25.0482006073,-158.098999023,22.4433267282,0.118096003439,0.004130655,0.00019406828452375483,0.3
238259,2014-05-02,25.0114002228,-158.418029785,22.4866600605,0.145005743587,0.004130655,0.00019406828452375483,0.3
238259,2014-05-03,24.9706001282,-158.479980469,22.574993392,0.138684290602,0.00411998975,0.0001574562243934956,0.3
238259,2014-05-04,24.9657993317,-158.521972656,23.3024933758,0.163579742699,0.00411998975,0.0001574562243934956,0.3
238259,2014-05-05,24.933599472,-158.570983887,23.4824933718,0.102102887104,0.004243972,,0.3
238259,2014-05-06,24.9251003265,-158.614990234,23.6799933672,0.0942337497915,0.004243972,,0.3
238259,2014-05-07,24.908700943,-158.661010742,23.8733266961,0.0960468612937,0.004243972,,0.3
238259,2014-05-08,24.8994007111,-158.703979492,23.928326695,0.0996828278562,0.004243972,,0.3
238259,2014-05-09,24.8901004791,-158.775024414,23.9666600275,0.128633844104,0.004243972,,0.3
238259,2014-05-10,24.8981990814,-158.796020508,23.959993361,0.142548234167,0.004243972,,0.3
